"Site","Date","spat_year","alive_nb","dead_nb","init_nb","Batch","site_spat","Specie","Support","Operator","Comments","Campaign","MR"
"Maison_Blanche",2018-12-07,2018,198,2,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Maison_Blanche",2019-01-23,2018,196,4,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Maison_Blanche",2019-02-20,2018,180,20,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Maison_Blanche",2019-03-21,2018,157,43,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Maison_Blanche",2019-04-18,2018,98,102,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Maison_Blanche",2019-05-06,2018,73,127,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Maison_Blanche",2019-06-04,2018,59,141,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Maison_Blanche",2019-07-04,2018,53,147,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Maison_Blanche",2019-08-02,2018,51,149,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Maison_Blanche",2019-09-03,2018,48,152,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Maison_Blanche",2019-10-01,2018,41,159,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Maison_Blanche",2019-11-27,2018,44,156,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Maison_Blanche",2019-12-13,2018,42,158,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Pont_Mahe",2018-11-08,2018,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Pont_Mahe",2018-12-10,2018,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Pont_Mahe",2019-01-25,2018,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Pont_Mahe",2019-02-19,2018,199,1,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Pont_Mahe",2019-03-19,2018,195,5,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Pont_Mahe",2019-04-23,2018,186,14,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Pont_Mahe",2019-05-06,2018,180,20,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Pont_Mahe",2019-06-04,2018,173,27,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Pont_Mahe",2019-07-17,2018,172,28,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Pont_Mahe",2019-08-05,2018,172,28,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Pont_Mahe",2019-09-03,2018,168,32,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Pont_Mahe",2019-10-02,2018,165,35,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Pont_Mahe",2019-11-13,2018,164,36,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Pont_Mahe",2020-01-24,2018,163,37,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Vivier",2018-11-23,2018,205,0,205,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Vivier",2018-12-06,2018,204,1,205,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Vivier",2019-02-18,2018,202,3,205,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Vivier",2019-03-20,2018,202,3,205,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Vivier",2019-04-04,2018,202,3,205,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Vivier",2019-07-04,2018,190,15,205,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Vivier",2019-08-02,2018,187,18,205,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Vivier",2019-09-03,2018,183,22,205,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Vivier",2019-10-30,2018,151,54,205,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Vivier",2019-11-26,2018,148,57,205,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Vivier",2019-12-11,2018,145,60,205,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Yves",2018-11-09,2018,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Yves",2018-12-05,2018,199,1,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Yves",2019-01-21,2018,199,1,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Yves",2019-02-20,2018,192,8,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Yves",2019-03-21,2018,192,8,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Yves",2019-04-11,2018,181,19,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Yves",2019-05-07,2018,172,28,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Yves",2019-07-03,2018,142,58,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Yves",2019-08-01,2018,131,69,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Yves",2019-09-03,2018,116,84,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Yves",2019-10-15,2018,112,88,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Yves",2019-12-15,2018,110,90,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Yves",2019-06-05,2018,143,57,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2019,NA
"Agon",2019-10-30,2019,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Agon",2020-01-28,2019,197,3,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Agon",2020-02-12,2019,188,12,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Agon",2020-06-03,2019,166,34,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Agon",2020-07-22,2019,160,40,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Agon",2020-08-19,2019,152,48,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Agon",2020-09-17,2019,154,46,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Agon",2020-10-16,2019,145,55,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Agon",2020-11-16,2019,135,65,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Agon",2020-12-15,2019,134,66,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Aiguillon",2019-11-07,2019,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Aiguillon",2019-12-17,2019,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Aiguillon",2020-01-13,2019,189,11,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Aiguillon",2020-02-12,2019,189,11,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Aiguillon",2020-03-15,2019,187,13,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Aiguillon",2020-06-15,2019,134,66,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Aiguillon",2020-07-06,2019,131,69,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Aiguillon",2020-08-05,2019,131,69,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Aiguillon",2020-09-15,2019,130,70,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Aiguillon",2020-10-15,2019,121,79,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Aiguillon",2020-11-15,2019,121,79,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Aiguillon",2020-12-15,2019,117,83,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Filiere",2019-12-17,2019,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Filiere",2020-01-07,2019,196,4,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Filiere",2020-02-17,2019,196,4,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Filiere",2020-07-08,2019,157,43,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Filiere",2020-08-11,2019,155,45,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Filiere",2020-09-22,2019,153,47,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Filiere",2020-10-12,2019,147,53,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Filiere",2020-11-09,2019,146,54,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Filiere",2020-12-09,2019,146,54,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Maison_Blanche",2019-11-27,2019,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Maison_Blanche",2020-01-14,2019,189,11,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Maison_Blanche",2020-02-11,2019,185,15,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Maison_Blanche",2020-06-04,2019,53,147,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Maison_Blanche",2020-07-23,2019,32,168,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Maison_Blanche",2020-08-21,2019,26,174,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Maison_Blanche",2020-09-17,2019,24,176,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Maison_Blanche",2020-10-20,2019,21,179,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Maison_Blanche",2020-11-17,2019,16,184,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Maison_Blanche",2020-12-16,2019,13,187,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Pont_Mahe",2019-10-31,2019,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Pont_Mahe",2019-11-13,2019,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Pont_Mahe",2020-01-24,2019,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Pont_Mahe",2020-02-12,2019,199,1,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Pont_Mahe",2020-03-13,2019,197,3,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Pont_Mahe",2020-08-18,2019,103,97,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Pont_Mahe",2020-09-01,2019,102,98,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Pont_Mahe",2020-10-01,2019,96,104,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Pont_Mahe",2020-11-04,2019,97,103,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Pont_Mahe",2020-12-01,2019,96,104,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Vivier",2019-11-15,2019,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Vivier",2019-12-11,2019,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Vivier",2020-01-13,2019,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Vivier",2020-03-10,2019,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Vivier",2020-07-08,2019,190,10,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Vivier",2020-08-04,2019,187,13,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Vivier",2020-09-03,2019,186,14,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Vivier",2020-10-14,2019,184,16,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Vivier",2020-11-16,2019,181,19,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Vivier",2020-12-14,2019,176,24,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Yves",2019-11-09,2019,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Yves",2019-12-05,2019,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Yves",2020-01-13,2019,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Yves",2020-02-12,2019,196,4,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Yves",2020-03-11,2019,196,4,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Yves",2020-06-23,2019,182,18,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Yves",2020-07-06,2019,152,48,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Yves",2020-08-05,2019,163,37,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Yves",2020-09-15,2019,155,45,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Yves",2020-10-15,2019,136,64,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Yves",2020-11-15,2019,134,66,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Yves",2020-12-15,2019,133,67,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2020,NA
"Agon",2022-10-10,2022,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Agon",2023-01-24,2022,194,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Agon",2023-03-21,2022,193,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Agon",2023-04-19,2022,191,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Agon",2023-05-04,2022,166,25,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Agon",2023-06-05,2022,89,77,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Agon",2023-07-04,2022,80,9,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Agon",2023-08-03,2022,80,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Agon",2023-09-30,2022,78,2,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Agon",2023-10-12,2022,78,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Agon",2023-11-15,2022,75,3,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Agon",2023-12-15,2022,74,1,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Boyard",2022-10-10,2022,200,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Boyard",2023-04-06,2022,149,1,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Boyard",2023-05-03,2022,147,2,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Boyard",2023-06-07,2022,147,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Boyard",2023-07-05,2022,139,8,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Boyard",2023-08-16,2022,135,4,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Boyard",2023-09-15,2022,133,2,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Boyard",2023-10-19,2022,128,5,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Boyard",2023-11-28,2022,128,0,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Boyard",2023-12-14,2022,127,1,200,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Pont_Mahe",2022-10-10,2022,200,0,202,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Pont_Mahe",2023-04-04,2022,200,2,202,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Pont_Mahe",2023-05-04,2022,197,3,202,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Pont_Mahe",2023-06-02,2022,189,8,202,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Pont_Mahe",2023-07-05,2022,185,4,202,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Pont_Mahe",2023-08-21,2022,178,6,202,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Pont_Mahe",2023-09-14,2022,176,2,202,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Pont_Mahe",2023-12-31,2022,171,5,202,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Vivier",2022-10-10,2022,200,0,210,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Vivier",2023-03-23,2022,210,0,210,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Vivier",2023-05-05,2022,210,0,210,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Vivier",2023-06-06,2022,205,5,210,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Vivier",2023-07-05,2022,203,2,210,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Vivier",2023-08-30,2022,198,5,210,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Vivier",2023-10-02,2022,196,2,210,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Vivier",2023-11-13,2022,191,5,210,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"Vivier",2023-12-14,2022,185,6,210,"NA","Pertuis_Breton","Edulis","bag","Operator_1","NA",2023,NA
"0- Camaret",2017-10-24,2017,100,0,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2018,NA
"0- Camaret",2017-11-06,2017,98,2,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2018,NA
"0- Camaret",2017-12-28,2017,94,6,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2018,NA
"0- Camaret",2018-04-13,2017,88,12,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2018,NA
"0- Camaret",2018-05-18,2017,77.5,22.5,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2018,NA
"0- Camaret",2018-08-21,2017,42.6666666666667,57.3333333333333,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2018,NA
"0- Camaret",2018-10-12,2018,100,0,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2019,NA
"0- Camaret",2018-12-10,2018,84.3333333333333,15.6666666666667,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2019,NA
"0- Camaret",2019-02-14,2018,65.6666666666667,34.3333333333333,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2019,NA
"0- Camaret",2019-03-25,2018,48.3333333333333,53.3333333333333,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2019,NA
"0- Camaret",2019-06-06,2018,32.8333333333333,67.1666666666667,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2019,NA
"0- Camaret",2019-09-05,2018,20.3333333333333,79.6666666666667,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2019,NA
"1a- Rivière du Faou",2016-03-10,2015,100,0,100,"Rep","Baie d'Yves","Edulis","bag","Operator_2",NA,2016,NA
"1a- Rivière du Faou",2016-04-25,2015,80,20,100,"Rep","Baie d'Yves","Edulis","bag","Operator_2",NA,2016,NA
"1a- Rivière du Faou",2016-05-11,2015,76,24,100,"Rep","Baie d'Yves","Edulis","bag","Operator_2",NA,2016,NA
"1a- Rivière du Faou",2016-06-23,2015,55,45,100,"Rep","Baie d'Yves","Edulis","bag","Operator_2",NA,2016,NA
"1a- Rivière du Faou",2016-07-25,2015,59,41,100,"Rep","Baie d'Yves","Edulis","bag","Operator_2",NA,2016,NA
"1a- Rivière du Faou",2016-03-10,2015,100,0,100,"Rep","Pénestin","Edulis","bag","Operator_2",NA,2016,NA
"1a- Rivière du Faou",2016-04-25,2015,82,18,100,"Rep","Pénestin","Edulis","bag","Operator_2",NA,2016,NA
"1a- Rivière du Faou",2016-05-11,2015,81,19,100,"Rep","Pénestin","Edulis","bag","Operator_2",NA,2016,NA
"1a- Rivière du Faou",2016-06-23,2015,60,40,100,"Rep","Pénestin","Edulis","bag","Operator_2",NA,2016,NA
"1a- Rivière du Faou",2016-07-25,2015,61,39,100,"Rep","Pénestin","Edulis","bag","Operator_2",NA,2016,NA
"1- Rade de Brest",2016-02-23,2015,100,0,100,"Rep","Pénestin","Edulis","bag","Operator_2",NA,2016,NA
"1- Rade de Brest",2016-03-22,2015,91.5,8.5,100,"Rep","Pénestin","Edulis","bag","Operator_2",NA,2016,NA
"1- Rade de Brest",2016-04-22,2015,87,13,100,"Rep","Pénestin","Edulis","bag","Operator_2",NA,2016,NA
"1- Rade de Brest",2016-05-11,2015,79,21,100,"Rep","Pénestin","Edulis","bag","Operator_2",NA,2016,NA
"1- Rade de Brest",2016-06-21,2015,67,33,100,"Rep","Pénestin","Edulis","bag","Operator_2",NA,2016,NA
"1- Rade de Brest",2016-07-19,2015,56.5,43.5,100,"Rep","Pénestin","Edulis","bag","Operator_2",NA,2016,NA
"1- Rade de Brest",2016-08-19,2015,47,53,100,"Rep","Pénestin","Edulis","bag","Operator_2",NA,2016,NA
"1- Rade de Brest",2016-10-03,2015,45,55,100,"Rep","Pénestin","Edulis","bag","Operator_2",NA,2016,NA
"1- Rade de Brest",2016-10-19,2016,100,0,100,"Rep","La Plaine sur mer","Edulis","bag","Operator_2",NA,2017,NA
"1- Rade de Brest",2016-12-02,2016,100,0,100,"Rep","La Plaine sur mer","Edulis","bag","Operator_2",NA,2017,NA
"1- Rade de Brest",2017-01-04,2016,97.5,2.5,100,"Rep","La Plaine sur mer","Edulis","bag","Operator_2",NA,2017,NA
"1- Rade de Brest",2017-02-03,2016,93.5,6.5,100,"Rep","La Plaine sur mer","Edulis","bag","Operator_2",NA,2017,NA
"1- Rade de Brest",2017-02-27,2016,87.5,12.5,100,"Rep","La Plaine sur mer","Edulis","bag","Operator_2",NA,2017,NA
"1- Rade de Brest",2017-03-29,2016,67,33,100,"Rep","La Plaine sur mer","Edulis","bag","Operator_2",NA,2017,NA
"1- Rade de Brest",2017-04-24,2016,55,45,100,"Rep","La Plaine sur mer","Edulis","bag","Operator_2",NA,2017,NA
"1- Rade de Brest",2017-05-23,2016,43.5,56.5,100,"Rep","La Plaine sur mer","Edulis","bag","Operator_2",NA,2017,NA
"1- Rade de Brest",2017-06-27,2016,32,68,100,"Rep","La Plaine sur mer","Edulis","bag","Operator_2",NA,2017,NA
"1- Rade de Brest",2017-07-25,2016,31.5,68.5,100,"Rep","La Plaine sur mer","Edulis","bag","Operator_2",NA,2017,NA
"1- Rade de Brest",2017-09-05,2016,33.5,66.5,100,"Rep","La Plaine sur mer","Edulis","bag","Operator_2",NA,2017,NA
"1- Rade de Brest",2017-10-10,2016,34,66,100,"Rep","La Plaine sur mer","Edulis","bag","Operator_2",NA,2017,NA
"1- Rade de Brest",2017-09-21,2017,100,0,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2018,NA
"1- Rade de Brest",2017-11-02,2017,100,0,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2018,NA
"1- Rade de Brest",2017-12-01,2017,99,1,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2018,NA
"1- Rade de Brest",2018-01-19,2017,99.5,0.5,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2018,NA
"1- Rade de Brest",2018-02-02,2017,96.5,3.5,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2018,NA
"1- Rade de Brest",2018-03-05,2017,97.5,2.5,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2018,NA
"1- Rade de Brest",2018-04-03,2017,96,4,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2018,NA
"1- Rade de Brest",2018-05-02,2017,85,15,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2018,NA
"1- Rade de Brest",2018-05-29,2017,70,30,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2018,NA
"1- Rade de Brest",2018-06-25,2017,68.5,31.5,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2018,NA
"1- Rade de Brest",2018-07-31,2017,55,45,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2018,NA
"1- Rade de Brest",2018-09-10,2017,49,51,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2018,NA
"1- Rade de Brest",2018-09-27,2018,100,0,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2019,NA
"1- Rade de Brest",2018-10-23,2018,100,0,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2019,NA
"1- Rade de Brest",2018-11-27,2018,98.5,1.5,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2019,NA
"1- Rade de Brest",2018-12-21,2018,97,3,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2019,NA
"1- Rade de Brest",2019-01-22,2018,93.5,6.5,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2019,NA
"1- Rade de Brest",2019-02-21,2018,90,10,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2019,NA
"1- Rade de Brest",2019-03-21,2018,70,30,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2019,NA
"1- Rade de Brest",2019-04-19,2018,70,30,100,"Rep","Pénestin","Edulis","bag","Operator_2","Edulis ref",2019,NA
