Date du comptage;Année de naissance;Site d'observation;Nom du professionnel;Espèce observée;Origine du naissain;Numéro de lanterne;Numero de plateau sur la lanterne;Numéro de panier;Lot pour traitement;Nombre de vivantes comptées;Nombres de mortes ou moribondes comptées;Nombre de moules au départ;Date arrivée sur parc;Type de lot pour Jean-Yvon;
Date;AnneeNais;Site;Nom;Espece;Origine;Lanterne;Plateau;Panier;Lot;NbVivantes;NbMortes;NbInit;DateArr;Type;Commentaire
06/11/2017;2017;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;1;Lot 1;98;2;100;24/10/2017;Edulis ref;
28/12/2017;2017;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;1;Lot 1;94;6;100;24/10/2017;Edulis ref;
13/04/2018;2017;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;1;Lot 1;88;12;100;24/10/2017;Edulis ref;Dont 2 moribondes
18/05/2018;2017;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;1;Lot 1;79;21;100;24/10/2017;Edulis ref;
18/05/2018;2017;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;2;Lot 2;76;24;100;24/10/2017;Edulis ref;
21/08/2018;2017;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;1;Lot 1;64;36;100;24/10/2017;Edulis ref;
21/08/2018;2017;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;2;Lot 2;34;66;100;24/10/2017;Edulis ref;
21/08/2018;2017;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;3;Lot 3;46;54;100;24/10/2017;Edulis ref;
21/08/2018;2017;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;4;Lot 4;54;46;100;24/10/2017;Edulis ref;
21/08/2018;2017;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;5;Lot 5;43;57;100;24/10/2017;Edulis ref;
21/08/2018;2017;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;6;Lot 6;15;85;100;24/10/2017;Edulis ref;
12/10/2018;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;1;Lot 1;100;0;100;12/10/2017;Edulis ref;
12/10/2018;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;2;Lot 2;100;0;100;12/10/2017;Edulis ref;
12/10/2018;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;3;Lot 3;100;0;100;12/10/2017;Edulis ref;
12/10/2018;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;4;Lot 4;100;0;100;12/10/2017;Edulis ref;
12/10/2018;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;5;Lot 5;100;0;100;12/10/2017;Edulis ref;
12/10/2018;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;6;Lot 6;100;0;100;12/10/2017;Edulis ref;
10/12/2018;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;1;Lot 1;87;13;100;12/10/2017;Edulis ref;
10/12/2018;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;2;Lot 2;87;13;100;12/10/2017;Edulis ref;
10/12/2018;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;3;Lot 3;82;18;100;12/10/2017;Edulis ref;
10/12/2018;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;4;Lot 4;86;14;100;12/10/2017;Edulis ref;
10/12/2018;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;5;Lot 5;81;19;100;12/10/2017;Edulis ref;
10/12/2018;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;6;Lot 6;83;17;100;12/10/2017;Edulis ref;
14/02/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;1;Lot 1;70;30;100;12/10/2017;Edulis ref;
14/02/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;2;Lot 2;68;32;100;12/10/2017;Edulis ref;
14/02/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;3;Lot 3;63;37;100;12/10/2017;Edulis ref;
14/02/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;4;Lot 4;68;32;100;12/10/2017;Edulis ref;
14/02/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;5;Lot 5;63;37;100;12/10/2017;Edulis ref;
14/02/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;6;Lot 6;62;38;100;12/10/2017;Edulis ref;
25/03/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;1;Lot 1;50;50;100;12/10/2017;Edulis ref;
25/03/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;2;Lot 2;49;51;100;12/10/2017;Edulis ref;
25/03/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;3;Lot 3;50;50;100;12/10/2017;Edulis ref;
25/03/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;4;Lot 4;47;53;100;12/10/2017;Edulis ref;
25/03/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;5;Lot 5;50;50;100;12/10/2017;Edulis ref;
25/03/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;6;Lot 6;44;66;100;12/10/2017;Edulis ref;
06/06/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;1;Lot 1;30;70;100;12/10/2017;Edulis ref;
06/06/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;2;Lot 2;30;70;100;12/10/2017;Edulis ref;
06/06/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;3;Lot 3;40;60;100;12/10/2017;Edulis ref;
06/06/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;4;Lot 4;25;75;100;12/10/2017;Edulis ref;
06/06/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;5;Lot 5;35;65;100;12/10/2017;Edulis ref;
06/06/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;6;Lot 6;37;63;100;12/10/2017;Edulis ref;
05/09/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;1;Lot 1;10;90;100;12/10/2017;Edulis ref;
05/09/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;2;Lot 2;9;91;100;12/10/2017;Edulis ref;
05/09/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;3;Lot 3;24;76;100;12/10/2017;Edulis ref;
05/09/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;4;Lot 4;18;82;100;12/10/2017;Edulis ref;
05/09/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;5;Lot 5;35;65;100;12/10/2017;Edulis ref;
05/09/2019;2018;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;6;Lot 6;26;74;100;12/10/2017;Edulis ref;
06/10/2017;2017;5- La Fresnay;Anonymous_17;Edulis;Baie de l'Aiguillon;NA;NA;1;Lot 1;100;0;100;NA;NA;
06/10/2017;2017;5- La Fresnay;Anonymous_17;Edulis;Baie de l'Aiguillon;NA;NA;2;Lot 2;100;0;100;NA;NA;
02/11/2017;2017;5- La Fresnay;Anonymous_17;Edulis;Baie de l'Aiguillon;NA;NA;1;Lot 1;100;0;100;NA;NA;
02/11/2017;2017;5- La Fresnay;Anonymous_17;Edulis;Baie de l'Aiguillon;NA;NA;2;Lot 2;100;0;100;NA;NA;
02/12/2017;2017;5- La Fresnay;Anonymous_17;Edulis;Baie de l'Aiguillon;NA;NA;1;Lot 1;100;0;100;NA;NA;
02/12/2017;2017;5- La Fresnay;Anonymous_17;Edulis;Baie de l'Aiguillon;NA;NA;2;Lot 2;100;0;100;NA;NA;
04/01/2018;2017;5- La Fresnay;Anonymous_17;Edulis;Baie de l'Aiguillon;NA;NA;1;Lot 1;100;0;100;NA;NA;
04/01/2018;2017;5- La Fresnay;Anonymous_17;Edulis;Baie de l'Aiguillon;NA;NA;2;Lot 2;100;0;100;NA;NA;
27/02/2018;2017;5- La Fresnay;Anonymous_17;Edulis;Baie de l'Aiguillon;NA;NA;1;Lot 1;100;0;100;NA;NA;
27/02/2018;2017;5- La Fresnay;Anonymous_17;Edulis;Baie de l'Aiguillon;NA;NA;2;Lot 2;100;0;100;NA;NA;
13/04/2018;2017;5- La Fresnay;Anonymous_17;Edulis;Baie de l'Aiguillon;NA;NA;1;Lot 1;100;0;100;NA;NA;
13/04/2018;2017;5- La Fresnay;Anonymous_17;Edulis;Baie de l'Aiguillon;NA;NA;2;Lot 2;100;0;100;NA;NA;
04/05/2018;2017;5- La Fresnay;Anonymous_17;Edulis;Baie de l'Aiguillon;NA;NA;1;Lot 1;100;0;100;NA;NA;
04/05/2018;2017;5- La Fresnay;Anonymous_17;Edulis;Baie de l'Aiguillon;NA;NA;2;Lot 2;100;0;100;NA;NA;
26/08/2018;2017;5- La Fresnay;Anonymous_17;Edulis;Baie de l'Aiguillon;NA;NA;1;Lot 1;97;3;100;NA;NA;
26/02/2016;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;1;Lot 1;100;0;100;NA;NA;
26/02/2016;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;2;Lot 2;100;0;100;NA;NA;
05/04/2016;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;1;Lot 1;100;0;100;NA;NA;
05/04/2016;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;2;Lot 2;100;0;100;NA;NA;
04/05/2016;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;1;Lot 1;98;2;100;NA;NA;
04/05/2016;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;2;Lot 2;99;1;100;NA;NA;
06/06/2016;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;1;Lot 1;86;14;100;NA;NA;
06/06/2016;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;2;Lot 2;95;5;100;NA;NA;
04/07/2016;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;1;Lot 1;95;5;100;NA;NA;
04/07/2016;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;2;Lot 2;95;5;100;NA;NA;
08/08/2016;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;1;Lot 1;94;6;100;NA;NA;
08/08/2016;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;2;Lot 2;90;10;100;NA;NA;
05/09/2016;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;1;Lot 1;94;6;100;NA;NA;
05/09/2016;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;2;Lot 2;92;8;100;NA;NA;
29/09/2016;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;1;Lot 1;95;5;100;NA;NA;
29/09/2016;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;2;Lot 2;95;5;100;NA;NA;
01/10/2016;2016;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;1;Lot 1;100;0;100;NA;NA;
01/10/2016;2016;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;2;Lot 2;100;0;100;NA;NA;
01/11/2016;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;1;Lot 1;94;6;100;NA;NA;
01/11/2016;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;2;Lot 2;95;5;100;NA;NA;
29/11/2016;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;1;Lot 1;94;6;100;NA;NA;
29/11/2016;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;2;Lot 2;90;10;100;NA;NA;
11/01/2017;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;1;Lot 1;91;9;100;NA;NA;
11/01/2017;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;2;Lot 2;88;12;100;NA;NA;
30/01/2017;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;1;Lot 1;90;10;100;NA;NA;
30/01/2017;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;2;Lot 2;95;5;100;NA;NA;
27/02/2017;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;1;Lot 1;90;10;100;NA;NA;
27/02/2017;2015;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;2;Lot 2;95;5;100;NA;NA;
28/03/2017;2016;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;1;Lot 1;97;3;100;NA;NA;
28/03/2017;2016;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;2;Lot 2;89;11;100;NA;NA;
25/04/2017;2016;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;1;Lot 1;90;10;100;NA;NA;
25/04/2017;2016;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;2;Lot 2;74;26;100;NA;NA;
24/05/2017;2016;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;1;Lot 1;98;2;100;NA;NA;
24/05/2017;2016;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;2;Lot 2;92;8;100;NA;NA;
25/08/2017;2016;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;1;Lot 1;72;28;100;NA;NA;
25/08/2017;2016;7- Le Vivier;Anonymous_18;Edulis;Baie d'Yves;NA;NA;2;Lot 2;88;12;100;NA;NA;
