Date du comptage;Année de naissance;Site d'observation;Nom du professionnel;Espèce observée;Origine du naissain;Numéro de lanterne;Numero de plateau sur la lanterne;Numéro de panier;Lot pour traitement;Nombre de vivantes comptées;Nombres de mortes ou moribondes comptées;Nombre de moules au départ;Date arrivée sur parc;Type de lot pour Jean-Yvon;
Date;AnneeNais;Site;Nom;Espece;Origine;Lanterne;Plateau;Panier;Lot;NbVivantes;NbMortes;NbInit;DateArr;Type;Commentaire
02/02/2018;2017;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;98;2;100;21/09/2017;Edulis ref;
02/02/2018;2017;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;95;5;100;21/09/2017;Edulis ref;
05/03/2018;2017;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;99;1;100;21/09/2017;Edulis ref;
05/03/2018;2017;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;96;4;100;21/09/2017;Edulis ref;
03/04/2018;2017;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;95;5;100;21/09/2017;Edulis ref;
03/04/2018;2017;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;97;3;100;21/09/2017;Edulis ref;
02/05/2018;2017;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;84;16;100;21/09/2017;Edulis ref;
02/05/2018;2017;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;86;14;100;21/09/2017;Edulis ref;
29/05/2018;2017;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;72;28;100;21/09/2017;Edulis ref;
29/05/2018;2017;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;68;32;100;21/09/2017;Edulis ref;
25/06/2018;2017;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;76;24;100;21/09/2017;Edulis ref;
25/06/2018;2017;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;61;39;100;21/09/2017;Edulis ref;
31/07/2018;2017;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;59;41;100;21/09/2017;Edulis ref;
31/07/2018;2017;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;51;49;100;21/09/2017;Edulis ref;
10/09/2018;2017;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;52;48;100;21/09/2017;Edulis ref;
10/09/2018;2017;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;46;54;100;21/09/2017;Edulis ref;
27/09/2018;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;100;0;100;27/09/2018;Edulis ref;
27/09/2018;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;100;0;100;27/09/2018;Edulis ref;
23/10/2018;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;100;0;100;27/09/2018;Edulis ref;
23/10/2018;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;100;0;100;27/09/2018;Edulis ref;
27/11/2018;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;99;1;100;27/09/2018;Edulis ref;
27/11/2018;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;98;2;100;27/09/2018;Edulis ref;
21/12/2018;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;97;3;100;27/09/2018;Edulis ref;
21/12/2018;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;97;3;100;27/09/2018;Edulis ref;
22/01/2019;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;89;11;100;27/09/2018;Edulis ref;
22/01/2019;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;98;2;100;27/09/2018;Edulis ref;
21/02/2019;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;91;9;100;27/09/2018;Edulis ref;
21/02/2019;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;89;11;100;27/09/2018;Edulis ref;
21/03/2019;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;72;28;100;27/09/2018;Edulis ref;
21/03/2019;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;68;32;100;27/09/2018;Edulis ref;
19/04/2019;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;70;30;100;27/09/2018;Edulis ref;
19/04/2019;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;70;30;100;27/09/2018;Edulis ref;
16/05/2019;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;46;54;100;27/09/2018;Edulis ref;
16/05/2019;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;60;40;100;27/09/2018;Edulis ref;
18/06/2019;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;46;54;100;27/09/2018;Edulis ref;
18/06/2019;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;52;48;100;27/09/2018;Edulis ref;
12/08/2019;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;46;54;100;27/09/2018;Edulis ref;
12/08/2019;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;37;63;100;27/09/2018;Edulis ref;
29/08/2019;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;41;59;100;27/09/2018;Edulis ref;
29/08/2019;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;36;64;100;27/09/2018;Edulis ref;
30/09/2019;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;40;60;100;27/09/2018;Edulis ref;
30/09/2019;2018;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;46;54;100;27/09/2018;Edulis ref;
02/10/2019;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;100;0;100;NA;Edulis ref;
02/10/2019;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;100;0;100;NA;Edulis ref;
31/10/2019;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;100;0;100;NA;Edulis ref;
31/10/2019;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;99;1;100;NA;Edulis ref;
29/11/2019;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;91;5;96;NA;Edulis ref;
29/11/2019;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;92;8;100;NA;Edulis ref;
08/01/2020;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;95;5;100;NA;Edulis ref;
08/01/2020;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;96;4;100;NA;Edulis ref;
29/01/2020;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;81;19;100;NA;Edulis ref;
29/01/2020;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;79;21;100;NA;Edulis ref;
25/02/2020;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;66;34;100;NA;Edulis ref;
25/02/2020;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;90;10;100;NA;Edulis ref;
23/03/2020;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;64;36;100;NA;Edulis ref;
23/03/2020;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;74;26;100;NA;Edulis ref;
07/04/2020;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;64;36;100;NA;Edulis ref;
07/04/2020;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;64;36;100;NA;Edulis ref;
23/04/2020;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;54;46;100;NA;Edulis ref;
23/04/2020;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;59;41;100;NA;Edulis ref;
26/05/2020;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;59;41;100;NA;Edulis ref;
26/05/2020;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;49;51;100;NA;Edulis ref;
25/06/2020;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;51;49;100;NA;Edulis ref;
25/06/2020;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;49;51;100;NA;Edulis ref;
23/07/2020;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;42;58;100;NA;Edulis ref;
23/07/2020;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;36;64;100;NA;Edulis ref;
18/08/2020;2019;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;42;58;100;NA;Edulis ref;
01/10/2020;2020;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;100;0;100;NA;Edulis ref;
01/10/2020;2020;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;100;0;100;NA;Edulis ref;
31/10/2020;2020;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;99;0;99;NA;Edulis ref;
31/10/2020;2020;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;98;1;99;NA;Edulis ref;
30/11/2020;2020;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;100;0;100;NA;Edulis ref;
30/11/2020;2020;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;100;0;100;NA;Edulis ref;
04/01/2021;2020;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;99;1;100;NA;Edulis ref;
04/01/2021;2020;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;99;1;100;NA;Edulis ref;
01/02/2021;2020;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;95;5;100;NA;Edulis ref;
01/02/2021;2020;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;95;5;100;NA;Edulis ref;
01/03/2021;2020;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;93;7;100;NA;Edulis ref;
01/03/2021;2020;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;89;11;100;NA;Edulis ref;
28/03/2021;2020;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;91;9;100;NA;Edulis ref;
28/03/2021;2020;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;92;8;100;NA;Edulis ref;
28/04/2021;2020;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;91;9;100;NA;Edulis ref;
28/04/2021;2020;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;93;7;100;NA;Edulis ref;
26/05/2021;2020;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;82;18;100;NA;Edulis ref;
26/05/2021;2020;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;84;16;100;NA;Edulis ref;
22/06/2021;2020;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;80;20;100;NA;Edulis ref;
22/06/2021;2020;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;68;32;100;NA;Edulis ref;
10/03/2016;2015;1a- Rivière du Faou;Anonymous_14;Edulis;Baie d'Yves;NA;NA;1;Lot 1;100;0;100;NA;NA;
10/03/2016;2015;1a- Rivière du Faou;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;100;0;100;NA;NA;
25/04/2016;2015;1a- Rivière du Faou;Anonymous_14;Edulis;Baie d'Yves;NA;NA;1;Lot 1;80;20;100;NA;NA;
25/04/2016;2015;1a- Rivière du Faou;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;82;18;100;NA;NA;
11/05/2016;2015;1a- Rivière du Faou;Anonymous_14;Edulis;Baie d'Yves;NA;NA;1;Lot 1;76;NA;100;NA;NA;
11/05/2016;2015;1a- Rivière du Faou;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;81;NA;100;NA;NA;
23/06/2016;2015;1a- Rivière du Faou;Anonymous_14;Edulis;Baie d'Yves;NA;NA;1;Lot 1;55;45;100;NA;NA;
23/06/2016;2015;1a- Rivière du Faou;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;60;40;100;NA;NA;
25/07/2016;2015;1a- Rivière du Faou;Anonymous_14;Edulis;Baie d'Yves;NA;NA;1;Lot 1;59;41;100;NA;NA;
25/07/2016;2015;1a- Rivière du Faou;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;61;39;100;NA;NA;
08/10/2021;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;100;0;100;NA;Edulis ref;
08/10/2021;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;100;0;100;NA;Edulis ref;
06/11/2021;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;99;1;100;NA;Edulis ref;
06/11/2021;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;100;0;100;NA;Edulis ref;
08/12/2021;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;94;6;100;NA;Edulis ref;5 coquilles vides
08/12/2021;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;85;15;100;NA;Edulis ref;1 coquille vide
01/01/2022;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;100;0;100;NA;Edulis ref;
01/01/2022;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;99;2;101;NA;Edulis ref;
31/01/2022;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;92;8;100;NA;Edulis ref;absence de pousse
31/01/2022;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;93;7;100;NA;Edulis ref;
07/03/2022;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;91;9;100;NA;Edulis ref;
07/03/2022;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;92;8;100;NA;Edulis ref;
03/04/2022;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;83;17;100;NA;Edulis ref;
03/04/2022;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;50;50;100;NA;Edulis ref;
28/04/2022;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;89;11;100;NA;Edulis ref;
28/04/2022;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;87;13;100;NA;Edulis ref;
12/07/2022;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;71;29;100;NA;Edulis ref;
12/07/2022;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;84;16;100;NA;Edulis ref;
29/07/2022;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;68;32;100;NA;Edulis ref;
29/07/2022;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;78;22;100;NA;Edulis ref;
08/09/2022;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;75;25;100;NA;Edulis ref;
08/09/2022;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;62;38;100;NA;Edulis ref;
28/09/2022;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;1;Lot 1;72;28;100;NA;Edulis ref;
28/09/2022;2021;1b- Riv. De Daoulas;Anonymous_14;Edulis;Penestin;NA;NA;2;Lot 2;65;35;100;NA;Edulis ref;
03/10/2019;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;100;0;100;NA;Edulis ref;
03/10/2019;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;100;0;100;NA;Edulis ref;
31/10/2019;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;100;0;100;NA;Edulis ref;
31/10/2019;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;100;0;100;NA;Edulis ref;
25/11/2019;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;98;2;100;NA;Edulis ref;
25/11/2019;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;99;1;100;NA;Edulis ref;
30/12/2019;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;100;0;100;NA;Edulis ref;
30/12/2019;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;100;0;100;NA;Edulis ref;
27/01/2020;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;100;0;100;NA;Edulis ref;
27/01/2020;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;99;1;100;NA;Edulis ref;
11/03/2020;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;100;0;100;NA;Edulis ref;
11/03/2020;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;87;13;100;NA;Edulis ref;
27/03/2020;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;95;5;100;NA;Edulis ref;
27/03/2020;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;97;3;100;NA;Edulis ref;
07/04/2020;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;95;5;100;NA;Edulis ref;
20/04/2020;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;98;2;100;NA;Edulis ref;
22/05/2020;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;93;7;100;NA;Edulis ref;
22/05/2020;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;95;5;100;NA;Edulis ref;
19/06/2020;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;90;10;100;NA;Edulis ref;
19/06/2020;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;97;3;100;NA;Edulis ref;
20/07/2020;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;98;12;100;NA;Edulis ref;
20/07/2020;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;84;16;100;NA;Edulis ref;
17/08/2020;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;99;1;100;NA;Edulis ref;
30/09/2020;2019;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;90;10;100;NA;Edulis ref;
01/10/2020;2020;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;100;0;100;NA;Edulis ref;
01/10/2020;2020;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;100;0;100;NA;Edulis ref;
29/10/2020;2020;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;69;31;100;NA;Edulis ref;
29/10/2020;2020;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;93;7;100;NA;Edulis ref;
02/12/2020;2020;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;91;9;100;NA;Edulis ref;
02/12/2020;2020;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;89;11;100;NA;Edulis ref;
13/01/2021;2020;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;97;3;100;NA;Edulis ref;
13/01/2021;2020;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;100;0;100;NA;Edulis ref;
01/02/2021;2020;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;96;4;100;NA;Edulis ref;
01/02/2021;2020;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;96;4;100;NA;Edulis ref;
26/02/2021;2020;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;98;2;100;NA;Edulis ref;
26/02/2021;2020;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;98;2;100;NA;Edulis ref;
29/03/2021;2020;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;92;8;100;NA;Edulis ref;
29/03/2021;2020;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;94;6;100;NA;Edulis ref;
27/04/2021;2020;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;94;6;100;NA;Edulis ref;
27/04/2021;2020;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;97;3;100;NA;Edulis ref;
25/05/2021;2020;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;97;3;100;NA;Edulis ref;
25/05/2021;2020;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;92;8;100;NA;Edulis ref;
24/06/2021;2020;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;85;15;100;NA;Edulis ref;
24/06/2021;2020;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;90;10;100;NA;Edulis ref;
08/10/2021;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;100;0;100;NA;Edulis ref;
08/10/2021;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;100;0;100;NA;Edulis ref;
05/11/2021;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;99;1;100;NA;Edulis ref;
05/11/2021;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;100;0;100;NA;Edulis ref;
02/12/2021;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;97;3;100;NA;Edulis ref;
02/12/2021;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;98;2;100;NA;Edulis ref;
04/01/2022;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;100;0;100;NA;Edulis ref;
04/01/2022;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;98;2;100;NA;Edulis ref;
31/01/2022;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;98;2;100;NA;Edulis ref;
31/01/2022;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;100;0;100;NA;Edulis ref;
01/03/2022;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;95;5;100;NA;Edulis ref;
01/03/2022;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;94;6;100;NA;Edulis ref;
01/04/2022;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;98;2;100;NA;Edulis ref;
01/04/2022;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;99;1;100;NA;Edulis ref;
02/05/2022;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;95;5;100;NA;Edulis ref;
02/05/2022;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;99;1;100;NA;Edulis ref;
28/05/2022;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;96;4;100;NA;Edulis ref;
28/05/2022;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;86;14;100;NA;Edulis ref;
29/06/2022;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 2;94;6;100;NA;Edulis ref;
29/06/2022;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;95;5;100;NA;Edulis ref;
29/07/2022;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;2;Lot 0;91;9;100;NA;Edulis ref;
29/07/2022;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;90;10;100;NA;Edulis ref;
31/08/2022;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;91;9;100;NA;Edulis ref;
31/08/2022;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;93;7;100;NA;Edulis ref;
26/09/2022;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;85;15;100;NA;Edulis ref;
26/09/2022;2021;7- Le Vivier;Anonymous_15;Edulis;penestin;NA;NA;1;Lot 1;90;10;100;NA;Edulis ref;
24/10/2017;2017;0- Camaret;Anonymous_16;Edulis;Pénestin;NA;NA;1;Lot 1;100;0;100;24/10/2017;Edulis ref;
