Site;Annee;morta instantané;morta cumulé;morta instantané perceurs;Date;Remarque;Sous-site
Pointe-de-l'aiguillon;2022;0;11;0;29/07/2022;NA;NA
Pointe-de-l'aiguillon;2022;NR;NR;NR;NA;Colmatage;NA
Pointe-de-l'aiguillon;2022;5;16;0;13/10/2022;Colmatage;NA
Pointe-de-l'aiguillon;2022;0;0;0;13/10/2022;Mise en poche;NA
Pointe-de-l'aiguillon;2022;0;0;0;25/11/2022;NA;NA
Pointe-de-l'aiguillon;2022;NR;NR;NR;NA;NA;NA
Pointe-de-l'aiguillon;2023;0.25;0.25;0;06/02/2023;NA;NA
Pointe-de-l'aiguillon;2023;2.75;3;0;24/02/2023;NA;NA
Pointe-de-l'aiguillon;2023;0;3;0;23/03/2023;NA;NA
Pointe-de-l'aiguillon;2023;0;3;0;20/04/2023;NA;NA
Pointe-de-l'aiguillon;2023;0.5;3.5;0;23/05/2023;NA;NA
Pointe-de-l'aiguillon;2023;3;6.5;0;22/06/2023;NA;NA
