Annee naissain;Secteur;Site;Visite;Dates;Nb de mortes;nb de vivantes
2020;Cote est;Utah;V1;01/12/2020;68;132
2020;Chausey;Roquette;V2;31/03/2021;8;192
2020;Chausey;Huguenans;V2;31/03/2021;14;186
2020;Cote ouest;Bricqueville;V2;29/03/2021;42;158
2020;Cote ouest;Hauteville;V2;29/03/2021;10;190
2020;Cote ouest;Agon;V2;30/03/2021;16;184
2020;Cote ouest;Pirou nord;V2;30/03/2021;14;186
2020;Cote est;Utah;V2;29/03/2021;118;82
2020;Chausey;Roquette;V3;24/06/2021;26;174
2020;Chausey;Huguenans;V3;24/06/2021;26;174
2020;Cote ouest;Bricqueville;V3;25/06/2021;32;168
2020;Cote ouest;Hauteville;V3;25/06/2021;28;172
2020;Cote ouest;Agon;V3;25/06/2021;32;168
2020;Cote ouest;Pirou nord;V3;24/06/2021;32;168
2020;Cote est;Utah;V3;22/06/2021;90;110
2020;Chausey;Roquette;REF;21/09/2021;60;140
2020;Chausey;Huguenans;REF;21/09/2021;52;148
2020;Cote ouest;Bricqueville;REF;21/09/2021;80;120
2020;Cote ouest;Hauteville;REF;21/09/2021;66;134
2020;Cote ouest;Agon;REF;21/09/2021;68;132
2020;Cote ouest;Pirou nord;REF;20/09/2021;58;142
2020;Cote est;Utah;REF;20/09/2021;118;82
2021;Chausey;Roquette;To;20/09/2021;0;200
2021;Chausey;Huguenans;To;20/09/2021;0;200
2021;Cote ouest;Bricqueville;To;20/09/2021;0;200
2021;Cote ouest;Hauteville;To;20/09/2021;0;200
2021;Cote ouest;Agon;To;20/09/2021;0;200
2021;Cote ouest;Pirou nord;To;20/09/2021;0;200
2021;Cote est;Utah;To;20/09/2021;0;200
2021;Chausey;Roquette;V1;14/12/2021;10;190
2021;Chausey;Huguenans;V1;14/12/2021;6;194
2021;Cote ouest;Bricqueville;V1;03/12/2021;6;194
2021;Cote ouest;Hauteville;V1;03/12/2021;10;190
2021;Cote ouest;Agon;V1;06/12/2021;4;196
2021;Cote ouest;Pirou nord;V1;02/12/2021;6;194
2021;Cote est;Utah;V1;07/12/2021;10;190
2021;Chausey;Roquette;V2;21/03/2022;8;192
2021;Chausey;Huguenans;V2;16/03/2022;8;192
2021;Cote ouest;Bricqueville;V2;18/03/2022;18;182
2021;Cote ouest;Hauteville;V2;18/03/2022;22;178
2021;Cote ouest;Agon;V2;21/03/2022;14;186
2021;Cote ouest;Pirou nord;V2;17/03/2022;6;194
2021;Cote est;Utah;V2;17/03/2022;6;194
2021;Chausey;Roquette;V3;14/06/2022;26;174
2021;Chausey;Huguenans;V3;14/06/2022;16;184
2021;Cote ouest;Bricqueville;V3;15/06/2022;24;176
2021;Cote ouest;Hauteville;V3;15/06/2022;28;172
2021;Cote ouest;Agon;V3;14/06/2022;24;176
2021;Cote ouest;Pirou nord;V3;14/06/2022;22;178
2021;Cote est;Utah;V3;13/06/2022;24;176
2021;Chausey;Roquette;REF;14/09/2022;42;158
2021;Chausey;Huguenans;REF;14/09/2022;30;170
2021;Cote ouest;Bricqueville;REF;13/09/2022;24;176
2021;Cote ouest;Hauteville;REF;13/09/2022;64;136
2021;Cote ouest;Agon;REF;12/09/2022;50;150
2021;Cote ouest;Pirou nord;REF;13/09/2022;40;160
2021;Cote est;Utah;REF;08/09/2022;34;166
