year;location;latitude;longitude;day;alive_nb;dead_nb;cum_morta
2019;Aiguillon;46,263;-1,221;07/05/2019;140;60;30
2019;Aiguillon;46,263;-1,221;03/07/2019;118;82;41
2019;Aiguillon;46,263;-1,221;01/08/2019;145;55;27,5
2019;Aiguillon;46,263;-1,221;04/09/2019;106;94;47
2019;Aiguillon;46,263;-1,221;15/10/2019;104;96;48
2019;Aiguillon;46,263;-1,221;15/12/2019;97;103;51,5
2019;Filiere;46,281;-1,37;08/11/2018;200;0;0
2019;Filiere;46,281;-1,37;10/12/2018;199;1;0,5
2019;Filiere;46,281;-1,37;28/01/2019;199;1;0,5
2019;Filiere;46,281;-1,37;22/02/2019;198;2;1
2019;Filiere;46,281;-1,37;20/03/2019;182;18;9
2019;Filiere;46,281;-1,37;07/05/2019;119;81;40,5
2019;Filiere;46,281;-1,37;04/06/2019;100;100;50
2019;Filiere;46,281;-1,37;01/08/2019;84;116;58
2019;Filiere;46,281;-1,37;04/09/2019;83;117;58,5
2019;Maison_Blanche;46,996;-2,201;27/11/2018;200;0;0
2019;Maison_Blanche;46,996;-2,201;07/12/2018;198;2;1
2019;Maison_Blanche;46,996;-2,201;23/01/2019;196;4;2
2019;Maison_Blanche;46,996;-2,201;20/02/2019;180;20;10
2019;Maison_Blanche;46,996;-2,201;21/03/2019;157;43;21,5
2019;Maison_Blanche;46,996;-2,201;18/04/2019;98;102;51
2019;Maison_Blanche;46,996;-2,201;06/05/2019;73;127;63,5
2019;Maison_Blanche;46,996;-2,201;04/06/2019;59;141;70,5
2019;Maison_Blanche;46,996;-2,201;04/07/2019;53;147;73,5
2019;Maison_Blanche;46,996;-2,201;02/08/2019;51;149;74,5
2019;Maison_Blanche;46,996;-2,201;03/09/2019;48;152;76
2019;Maison_Blanche;46,996;-2,201;01/10/2019;41;159;79,5
2019;Maison_Blanche;46,996;-2,201;27/11/2019;44;156;78
2019;Maison_Blanche;46,996;-2,201;13/12/2019;42;158;79
2019;Pont_Mahe;47,438;-2,476;08/11/2018;200;0;0
2019;Pont_Mahe;47,438;-2,476;10/12/2018;200;0;0
2019;Pont_Mahe;47,438;-2,476;25/01/2019;200;0;0
2019;Pont_Mahe;47,438;-2,476;19/02/2019;199;1;0,5
2019;Pont_Mahe;47,438;-2,476;19/03/2019;195;5;2,5
2019;Pont_Mahe;47,438;-2,476;23/04/2019;186;14;7
2019;Pont_Mahe;47,438;-2,476;06/05/2019;180;20;10
2019;Pont_Mahe;47,438;-2,476;04/06/2019;173;27;13,5
2019;Pont_Mahe;47,438;-2,476;17/07/2019;172;28;14
2019;Pont_Mahe;47,438;-2,476;05/08/2019;172;28;14
2019;Pont_Mahe;47,438;-2,476;03/09/2019;168;32;16
2019;Pont_Mahe;47,438;-2,476;02/10/2019;165;35;17,5
2019;Pont_Mahe;47,438;-2,476;13/11/2019;164;36;18
2019;Pont_Mahe;47,438;-2,476;24/01/2020;163;37;18,5
2019;Vivier;48,648;-1,722;23/11/2018;205;0;0
2019;Vivier;48,648;-1,722;06/12/2018;204;1;0,487804878
2019;Vivier;48,648;-1,722;18/02/2019;202;3;1,463414634
2019;Vivier;48,648;-1,722;20/03/2019;202;3;1,463414634
2019;Vivier;48,648;-1,722;04/04/2019;202;3;1,463414634
2019;Vivier;48,648;-1,722;04/07/2019;190;15;7,317073171
2019;Vivier;48,648;-1,722;02/08/2019;187;18;8,780487805
2019;Vivier;48,648;-1,722;03/09/2019;183;22;10,73170732
2019;Vivier;48,648;-1,722;30/10/2019;151;54;26,34146341
2019;Vivier;48,648;-1,722;26/11/2019;148;57;27,80487805
2019;Vivier;48,648;-1,722;11/12/2019;145;60;29,26829268
2019;Yves;46,017;-1,06;09/11/2018;200;0;0
2019;Yves;46,017;-1,06;05/12/2018;199;1;0,5
2019;Yves;46,017;-1,06;21/01/2019;199;1;0,5
2019;Yves;46,017;-1,06;20/02/2019;192;8;4
2019;Yves;46,017;-1,06;21/03/2019;192;8;4
2019;Yves;46,017;-1,06;11/04/2019;181;19;9,5
2019;Yves;46,017;-1,06;07/05/2019;172;28;14
2019;Yves;46,017;-1,06;03/07/2019;142;58;29
2019;Yves;46,017;-1,06;01/08/2019;131;69;34,5
2019;Yves;46,017;-1,06;03/09/2019;116;84;42
2019;Yves;46,017;-1,06;15/10/2019;112;88;44
2019;Yves;46,017;-1,06;15/12/2019;110;90;45
2019;Yves;46,017;-1,06;05/06/2019;143;57;28,5
2020;Agon;48,993;-1,598;30/10/2019;200;0;0
2020;Agon;48,993;-1,598;28/01/2020;197;3;1,5
2020;Agon;48,993;-1,598;12/02/2020;188;12;6
2020;Agon;48,993;-1,598;03/06/2020;166;34;17
2020;Agon;48,993;-1,598;22/07/2020;160;40;20
2020;Agon;48,993;-1,598;19/08/2020;152;48;24
2020;Agon;48,993;-1,598;17/09/2020;154;46;23
2020;Agon;48,993;-1,598;16/10/2020;145;55;27,5
2020;Agon;48,993;-1,598;16/11/2020;135;65;32,5
2020;Agon;48,993;-1,598;15/12/2020;134;66;33
2020;Aiguillon;46,263;-1,221;07/11/2019;200;0;0
2020;Aiguillon;46,263;-1,221;17/12/2019;200;0;0
2020;Aiguillon;46,263;-1,221;13/01/2020;189;11;5,5
2020;Aiguillon;46,263;-1,221;12/02/2020;189;11;5,5
2020;Aiguillon;46,263;-1,221;15/03/2020;187;13;6,5
2020;Aiguillon;46,263;-1,221;15/06/2020;134;66;33
2020;Aiguillon;46,263;-1,221;06/07/2020;131;69;34,5
2020;Aiguillon;46,263;-1,221;05/08/2020;131;69;34,5
2020;Aiguillon;46,263;-1,221;15/09/2020;130;70;35
2020;Aiguillon;46,263;-1,221;15/10/2020;121;79;39,5
2020;Aiguillon;46,263;-1,221;15/11/2020;121;79;39,5
2020;Aiguillon;46,263;-1,221;15/12/2020;117;83;41,5
2020;Filiere;46,281;-1,37;17/12/2019;200;0;0
2020;Filiere;46,281;-1,37;07/01/2020;196;4;2
2020;Filiere;46,281;-1,37;17/02/2020;196;4;2
2020;Filiere;46,281;-1,37;08/07/2020;157;43;21,5
2020;Filiere;46,281;-1,37;11/08/2020;155;45;22,5
2020;Filiere;46,281;-1,37;22/09/2020;153;47;23,5
2020;Filiere;46,281;-1,37;12/10/2020;147;53;26,5
2020;Filiere;46,281;-1,37;09/11/2020;146;54;27
2020;Filiere;46,281;-1,37;09/12/2020;146;54;27
2020;Maison_Blanche;46,996;-2,201;27/11/2019;200;0;0
2020;Maison_Blanche;46,996;-2,201;14/01/2020;189;11;5,5
2020;Maison_Blanche;46,996;-2,201;11/02/2020;185;15;7,5
2020;Maison_Blanche;46,996;-2,201;04/06/2020;53;147;73,5
2020;Maison_Blanche;46,996;-2,201;23/07/2020;32;168;84
2020;Maison_Blanche;46,996;-2,201;21/08/2020;26;174;87
2020;Maison_Blanche;46,996;-2,201;17/09/2020;24;176;88
2020;Maison_Blanche;46,996;-2,201;20/10/2020;21;179;89,5
2020;Maison_Blanche;46,996;-2,201;17/11/2020;16;184;92
2020;Maison_Blanche;46,996;-2,201;16/12/2020;13;187;93,5
2020;Pont_Mahe;47,438;-2,476;31/10/2019;200;0;0
2020;Pont_Mahe;47,438;-2,476;13/11/2019;200;0;0
2020;Pont_Mahe;47,438;-2,476;24/01/2020;200;0;0
2020;Pont_Mahe;47,438;-2,476;12/02/2020;199;1;0,5
2020;Pont_Mahe;47,438;-2,476;13/03/2020;197;3;1,5
2020;Pont_Mahe;47,438;-2,476;18/08/2020;103;97;48,5
2020;Pont_Mahe;47,438;-2,476;01/09/2020;102;98;49
2020;Pont_Mahe;47,438;-2,476;01/10/2020;96;104;52
2020;Pont_Mahe;47,438;-2,476;04/11/2020;97;103;51,5
2020;Pont_Mahe;47,438;-2,476;01/12/2020;96;104;52
2020;Vivier;48,648;-1,722;15/11/2019;200;0;0
2020;Vivier;48,648;-1,722;11/12/2019;200;0;0
2020;Vivier;48,648;-1,722;13/01/2020;200;0;0
2020;Vivier;48,648;-1,722;10/03/2020;200;0;0
2020;Vivier;48,648;-1,722;08/07/2020;190;10;5
2020;Vivier;48,648;-1,722;04/08/2020;187;13;6,5
2020;Vivier;48,648;-1,722;03/09/2020;186;14;7
2020;Vivier;48,648;-1,722;14/10/2020;184;16;8
2020;Vivier;48,648;-1,722;16/11/2020;181;19;9,5
2020;Vivier;48,648;-1,722;14/12/2020;176;24;12
2020;Yves;46,017;-1,06;09/11/2019;200;0;0
2020;Yves;46,017;-1,06;05/12/2019;200;0;0
2020;Yves;46,017;-1,06;13/01/2020;200;0;0
2020;Yves;46,017;-1,06;12/02/2020;196;4;2
2020;Yves;46,017;-1,06;11/03/2020;196;4;2
2020;Yves;46,017;-1,06;23/06/2020;182;18;9
2020;Yves;46,017;-1,06;06/07/2020;152;48;24
2020;Yves;46,017;-1,06;05/08/2020;163;37;18,5
2020;Yves;46,017;-1,06;15/09/2020;155;45;22,5
2020;Yves;46,017;-1,06;15/10/2020;136;64;32
2020;Yves;46,017;-1,06;15/11/2020;134;66;33
2020;Yves;46,017;-1,06;15/12/2020;133;67;33,5
2023;Agon;48,993;-1,598;10/10/2022;200;0;0
2023;Agon;48,993;-1,598;24/01/2023;194;0;0
2023;Agon;48,993;-1,598;21/03/2023;193;0;0
2023;Agon;48,993;-1,598;19/04/2023;191;0;0
2023;Agon;48,993;-1,598;04/05/2023;166;25;13,08900524
2023;Agon;48,993;-1,598;05/06/2023;89;77;53,40314136
2023;Agon;48,993;-1,598;04/07/2023;80;9;58,11518325
2023;Agon;48,993;-1,598;03/08/2023;80;0;58,11518325
2023;Agon;48,993;-1,598;30/09/2023;78;2;59,16230366
2023;Agon;48,993;-1,598;12/10/2023;78;0;59,16230366
2023;Agon;48,993;-1,598;15/11/2023;75;3;60,73298429
2023;Agon;48,993;-1,598;15/12/2023;74;1;61,2565445
2023;Boyard;45,572;-1,131;10/10/2022;200;0;0
2023;Boyard;45,572;-1,131;06/04/2023;149;1;0,666666667
2023;Boyard;45,572;-1,131;03/05/2023;147;2;2
2023;Boyard;45,572;-1,131;07/06/2023;147;0;2
2023;Boyard;45,572;-1,131;05/07/2023;139;8;7,333333333
2023;Boyard;45,572;-1,131;16/08/2023;135;4;10
2023;Boyard;45,572;-1,131;15/09/2023;133;2;11,33333333
2023;Boyard;45,572;-1,131;19/10/2023;128;5;14,66666667
2023;Boyard;45,572;-1,131;28/11/2023;128;0;14,66666667
2023;Boyard;45,572;-1,131;14/12/2023;127;1;15,33333333
2023;Pont_Mahe;47,438;-2,476;10/10/2022;200;0;0
2023;Pont_Mahe;47,438;-2,476;04/04/2023;200;2;0,99009901
2023;Pont_Mahe;47,438;-2,476;04/05/2023;197;3;2,475247525
2023;Pont_Mahe;47,438;-2,476;02/06/2023;189;8;6,435643564
2023;Pont_Mahe;47,438;-2,476;05/07/2023;185;4;8,415841584
2023;Pont_Mahe;47,438;-2,476;21/08/2023;178;6;11,40228153
2023;Pont_Mahe;47,438;-2,476;14/09/2023;176;2;12,39776152
2023;Pont_Mahe;47,438;-2,476;31/12/2023;171;5;14,88646147
2023;Vivier;48,648;-1,722;10/10/2022;200;0;0
2023;Vivier;48,648;-1,722;23/03/2023;210;0;0
2023;Vivier;48,648;-1,722;05/05/2023;210;0;0
2023;Vivier;48,648;-1,722;06/06/2023;205;5;2,380952381
2023;Vivier;48,648;-1,722;05/07/2023;203;2;3,333333333
2023;Vivier;48,648;-1,722;30/08/2023;198;5;5,714285714
2023;Vivier;48,648;-1,722;02/10/2023;196;2;6,666666667
2023;Vivier;48,648;-1,722;13/11/2023;191;5;9,047619048
2023;Vivier;48,648;-1,722;14/12/2023;185;6;11,9047619
